Food Name,Category,Calories (per 100g),Carbs (g),Protein (g),Fat (g),Serving Size (g),Meal Time,Dietary Suitability,Ingredients,Description
Vegetable Kurma,Side Dish,171,28.6,18.6,3.2,250,Morning,Weight Loss,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Kuzhambu,Side Dish,166,60.3,13.9,25.8,200,Afternoon,Diabetic Friendly,"Tamarind, Vegetables, Spices",Kuzhambu is a popular dish served as side dish.
Vegetable Salad,Snack,80,55.6,6.0,22.8,200,Anytime,Diabetic Friendly,Ingredients Not Available,Vegetable Salad is a popular dish served as snack.
Chapati,Lunch,85,58.8,4.4,6.4,200,Afternoon,Weight Loss,Ingredients Not Available,Chapati is a popular dish served as lunch.
Kootu,Side Dish,379,12.2,2.1,4.1,300,Evening,Weight Gain,"Vegetables, Coconut, Spices, Lentils",Kootu is a popular dish served as side dish.
Bhindi Fry,Side Dish,342,42.7,2.5,2.7,200,Afternoon,Immunity Boost,Ingredients Not Available,Bhindi Fry is a popular dish served as side dish.
Sambar,Side Dish,254,65.1,17.4,28.1,250,Morning,Balanced Diet,"Toor Dal, Tamarind, Vegetables, Spices",Sambar is a popular dish served as side dish.
Pav Bhaji,Snack,321,19.1,18.0,26.8,250,Afternoon,Weight Gain,Ingredients Not Available,Pav Bhaji is a popular dish served as snack.
Vegetable Salad,Snack,273,42.5,5.1,21.9,250,Evening,Weight Loss,Ingredients Not Available,Vegetable Salad is a popular dish served as snack.
Sambar,Side Dish,262,23.8,19.8,11.3,150,Evening,Diabetic Friendly,"Toor Dal, Tamarind, Vegetables, Spices",Sambar is a popular dish served as side dish.
Bhindi Fry,Side Dish,43,51.4,12.5,13.7,100,Afternoon,Immunity Boost,Ingredients Not Available,Bhindi Fry is a popular dish served as side dish.
Paneer Butter Masala,Side Dish,331,65.5,15.0,23.9,200,Anytime,Diabetic Friendly,Ingredients Not Available,Paneer Butter Masala is a popular dish served as side dish.
Kuzhambu,Side Dish,125,31.7,2.6,29.1,250,Anytime,Diabetic Friendly,"Tamarind, Vegetables, Spices",Kuzhambu is a popular dish served as side dish.
Fruits Bowl,Snack,343,55.3,10.1,7.6,150,Anytime,Weight Loss,Ingredients Not Available,Fruits Bowl is a popular dish served as snack.
Rasam,Soup,387,22.8,8.7,14.5,250,Afternoon,Diabetic Friendly,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Ragi Mudde,Lunch,47,45.9,11.4,18.6,100,Evening,Immunity Boost,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Ghee Rice,Lunch,115,50.6,2.8,28.8,300,Anytime,Diabetic Friendly,Ingredients Not Available,Ghee Rice is a popular dish served as lunch.
Tomato Soup,Soup,164,19.4,4.2,8.4,200,Afternoon,Immunity Boost,Ingredients Not Available,Tomato Soup is a popular dish served as soup.
Mutton Curry,Side Dish,127,30.2,10.7,2.4,100,Evening,Weight Loss,Ingredients Not Available,Mutton Curry is a popular dish served as side dish.
Milkshake,Beverage,314,38.7,5.0,4.6,300,Anytime,Weight Loss,Ingredients Not Available,Milkshake is a popular dish served as beverage.
Coconut Chutney,Side Dish,308,51.4,12.7,25.4,250,Anytime,Weight Gain,Ingredients Not Available,Coconut Chutney is a popular dish served as side dish.
Mutton Curry,Side Dish,348,52.7,9.8,13.1,200,Evening,Balanced Diet,Ingredients Not Available,Mutton Curry is a popular dish served as side dish.
Beans Stir Fry,Side Dish,76,32.3,15.6,29.3,300,Evening,Diabetic Friendly,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Pongal,Breakfast,119,65.9,4.7,6.6,300,Evening,Balanced Diet,"Rice, Moong Dal, Ghee, Black Pepper, Cumin",Pongal is a popular dish served as breakfast.
Tamarind Rice,Lunch,274,30.3,9.1,18.9,200,Morning,Weight Gain,Ingredients Not Available,Tamarind Rice is a popular dish served as lunch.
Idli,Breakfast,398,67.7,6.8,2.0,200,Evening,Diabetic Friendly,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Keerai Poriyal,Side Dish,345,62.3,5.5,11.1,250,Evening,Balanced Diet,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Idiyappam,Breakfast,389,59.7,8.9,16.7,100,Anytime,Balanced Diet,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Kootu,Side Dish,192,44.0,14.9,11.8,250,Anytime,Immunity Boost,"Vegetables, Coconut, Spices, Lentils",Kootu is a popular dish served as side dish.
Dal Tadka,Side Dish,238,26.5,15.1,0.5,100,Anytime,Balanced Diet,Ingredients Not Available,Dal Tadka is a popular dish served as side dish.
Chapati,Lunch,149,29.3,4.4,9.1,250,Evening,Immunity Boost,Ingredients Not Available,Chapati is a popular dish served as lunch.
Pesarattu,Breakfast,295,48.0,14.6,12.2,150,Evening,Weight Gain,Ingredients Not Available,Pesarattu is a popular dish served as breakfast.
Lemon Rice,Lunch,115,22.9,6.0,6.1,300,Anytime,Balanced Diet,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Pongal,Breakfast,125,61.1,4.5,0.6,250,Morning,Weight Gain,"Rice, Moong Dal, Ghee, Black Pepper, Cumin",Pongal is a popular dish served as breakfast.
Parotta,Dinner,298,25.9,16.0,13.7,300,Morning,Weight Gain,Ingredients Not Available,Parotta is a popular dish served as dinner.
Chicken 65,Snack,263,41.1,12.0,29.7,300,Morning,Balanced Diet,Ingredients Not Available,Chicken 65 is a popular dish served as snack.
Thengai Sevai,Lunch,125,67.3,11.0,1.1,250,Evening,Weight Loss,Ingredients Not Available,Thengai Sevai is a popular dish served as lunch.
Pav Bhaji,Snack,176,27.8,13.5,7.6,250,Evening,Diabetic Friendly,Ingredients Not Available,Pav Bhaji is a popular dish served as snack.
Egg Dosa,Breakfast,251,67.4,17.4,21.9,100,Afternoon,Balanced Diet,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Idiyappam,Breakfast,82,54.6,6.1,2.0,100,Evening,Balanced Diet,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Idli,Breakfast,155,23.2,14.2,4.3,250,Morning,Immunity Boost,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Filter Coffee,Beverage,88,25.6,8.2,6.1,150,Morning,Balanced Diet,Ingredients Not Available,Filter Coffee is a popular dish served as beverage.
Pumpkin Sambar,Side Dish,229,40.9,5.9,25.1,100,Evening,Weight Loss,Ingredients Not Available,Pumpkin Sambar is a popular dish served as side dish.
Idiyappam,Breakfast,335,21.7,10.3,10.9,300,Afternoon,Diabetic Friendly,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Egg Curry,Side Dish,393,34.8,10.4,11.6,300,Anytime,Immunity Boost,Ingredients Not Available,Egg Curry is a popular dish served as side dish.
Dosa,Breakfast,241,68.6,10.0,20.0,200,Anytime,Weight Gain,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Chapati,Lunch,122,44.3,3.3,11.9,250,Evening,Balanced Diet,Ingredients Not Available,Chapati is a popular dish served as lunch.
Vegetable Sandwich,Snack,140,15.9,4.8,1.0,150,Anytime,Weight Gain,Ingredients Not Available,Vegetable Sandwich is a popular dish served as snack.
Banana Chips,Snack,258,52.1,14.2,20.1,300,Morning,Weight Gain,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Payasam,Dessert,397,31.2,9.9,25.9,250,Afternoon,Immunity Boost,"Rice, Milk, Jaggery, Cardamom, Cashews",Payasam is a popular dish served as dessert.
Rasam,Soup,96,59.6,11.2,4.6,200,Morning,Immunity Boost,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Carrot Halwa,Dessert,47,17.5,15.6,10.2,300,Morning,Weight Loss,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Ragi Mudde,Lunch,123,45.2,2.8,8.3,100,Evening,Immunity Boost,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Curd Rice,Lunch,208,25.7,2.6,14.6,200,Afternoon,Balanced Diet,Ingredients Not Available,Curd Rice is a popular dish served as lunch.
Peanut Ladoo,Snack,103,20.6,5.5,25.8,100,Morning,Immunity Boost,Ingredients Not Available,Peanut Ladoo is a popular dish served as snack.
Rasam,Soup,88,41.9,4.1,28.4,100,Morning,Diabetic Friendly,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Idli,Breakfast,198,17.9,13.6,29.4,150,Evening,Diabetic Friendly,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Banana Chips,Snack,94,63.0,4.9,14.3,150,Afternoon,Immunity Boost,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Carrot Halwa,Dessert,143,62.7,8.1,13.8,300,Anytime,Immunity Boost,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Carrot Halwa,Dessert,285,46.8,15.1,2.8,200,Evening,Weight Gain,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Chicken 65,Snack,207,57.8,17.6,18.3,200,Afternoon,Diabetic Friendly,Ingredients Not Available,Chicken 65 is a popular dish served as snack.
Bhindi Fry,Side Dish,65,41.9,2.4,25.3,150,Afternoon,Diabetic Friendly,Ingredients Not Available,Bhindi Fry is a popular dish served as side dish.
Dal Tadka,Side Dish,233,42.8,14.2,19.4,150,Afternoon,Immunity Boost,Ingredients Not Available,Dal Tadka is a popular dish served as side dish.
Lemon Rice,Lunch,218,38.1,10.3,18.5,300,Evening,Balanced Diet,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Chicken 65,Snack,59,32.2,6.1,1.4,300,Anytime,Immunity Boost,Ingredients Not Available,Chicken 65 is a popular dish served as snack.
Parotta,Dinner,243,23.3,14.1,23.1,100,Evening,Diabetic Friendly,Ingredients Not Available,Parotta is a popular dish served as dinner.
Peanut Ladoo,Snack,222,53.6,18.2,21.5,100,Anytime,Immunity Boost,Ingredients Not Available,Peanut Ladoo is a popular dish served as snack.
Vegetable Salad,Snack,334,34.3,8.6,16.6,250,Anytime,Diabetic Friendly,Ingredients Not Available,Vegetable Salad is a popular dish served as snack.
Tamarind Rice,Lunch,135,17.0,8.2,14.6,250,Evening,Weight Gain,Ingredients Not Available,Tamarind Rice is a popular dish served as lunch.
Ragi Mudde,Lunch,292,31.1,10.5,8.8,200,Anytime,Weight Gain,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Filter Coffee,Beverage,315,44.7,13.6,11.7,100,Afternoon,Balanced Diet,Ingredients Not Available,Filter Coffee is a popular dish served as beverage.
Carrot Halwa,Dessert,107,45.9,13.7,5.2,250,Anytime,Immunity Boost,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Biryani,Lunch,134,18.8,18.9,11.8,300,Anytime,Weight Loss,Ingredients Not Available,Biryani is a popular dish served as lunch.
Idli,Breakfast,207,12.6,8.6,12.1,250,Anytime,Weight Loss,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Chicken Curry,Side Dish,198,56.4,7.2,4.8,150,Morning,Weight Loss,Ingredients Not Available,Chicken Curry is a popular dish served as side dish.
Vegetable Pulao,Lunch,367,22.2,10.8,7.0,300,Morning,Diabetic Friendly,Ingredients Not Available,Vegetable Pulao is a popular dish served as lunch.
Keerai Poriyal,Side Dish,113,33.5,8.7,5.1,150,Afternoon,Immunity Boost,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Carrot Halwa,Dessert,304,41.0,2.7,5.3,100,Evening,Balanced Diet,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Curd Rice,Lunch,201,62.2,4.5,14.9,300,Anytime,Weight Loss,Ingredients Not Available,Curd Rice is a popular dish served as lunch.
Ragi Mudde,Lunch,252,41.5,16.7,10.6,200,Morning,Balanced Diet,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Idli,Breakfast,222,66.1,19.4,10.6,300,Anytime,Weight Loss,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Coconut Chutney,Side Dish,350,16.1,12.2,17.7,150,Anytime,Balanced Diet,Ingredients Not Available,Coconut Chutney is a popular dish served as side dish.
Dosa,Breakfast,100,45.1,6.1,29.6,250,Afternoon,Balanced Diet,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Lemon Rice,Lunch,339,47.5,7.8,9.9,100,Afternoon,Immunity Boost,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Mutton Curry,Side Dish,113,60.3,18.1,26.3,150,Anytime,Immunity Boost,Ingredients Not Available,Mutton Curry is a popular dish served as side dish.
Beans Stir Fry,Side Dish,307,68.3,10.4,14.2,100,Morning,Immunity Boost,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Chicken 65,Snack,48,31.9,2.8,20.7,200,Afternoon,Weight Gain,Ingredients Not Available,Chicken 65 is a popular dish served as snack.
Idli,Breakfast,390,23.5,4.6,6.3,300,Anytime,Balanced Diet,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Sambar,Side Dish,271,62.6,13.7,1.5,100,Anytime,Weight Loss,"Toor Dal, Tamarind, Vegetables, Spices",Sambar is a popular dish served as side dish.
Pesarattu,Breakfast,241,27.3,11.5,27.8,250,Anytime,Immunity Boost,Ingredients Not Available,Pesarattu is a popular dish served as breakfast.
Ragi Mudde,Lunch,287,36.4,2.8,27.6,300,Afternoon,Balanced Diet,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Fruits Bowl,Snack,280,54.5,17.0,5.5,250,Morning,Balanced Diet,Ingredients Not Available,Fruits Bowl is a popular dish served as snack.
Chicken Curry,Side Dish,307,18.9,6.3,10.5,150,Morning,Balanced Diet,Ingredients Not Available,Chicken Curry is a popular dish served as side dish.
Fruits Bowl,Snack,296,34.4,12.2,3.8,100,Evening,Weight Loss,Ingredients Not Available,Fruits Bowl is a popular dish served as snack.
Idiyappam,Breakfast,304,47.7,6.1,26.4,150,Morning,Immunity Boost,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Upma,Breakfast,108,48.1,6.3,23.8,200,Morning,Diabetic Friendly,"Rava, Vegetables, Curry Leaves, Spices",Upma is a popular dish served as breakfast.
Payasam,Dessert,84,47.9,16.9,4.2,150,Evening,Weight Gain,"Rice, Milk, Jaggery, Cardamom, Cashews",Payasam is a popular dish served as dessert.
Paneer Butter Masala,Side Dish,346,15.4,3.4,4.9,300,Morning,Balanced Diet,Ingredients Not Available,Paneer Butter Masala is a popular dish served as side dish.
Keerai Poriyal,Side Dish,327,32.1,6.1,15.3,100,Afternoon,Diabetic Friendly,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Carrot Halwa,Dessert,55,53.0,12.8,18.3,200,Afternoon,Balanced Diet,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Vegetable Pulao,Lunch,153,49.7,16.7,29.7,200,Evening,Weight Gain,Ingredients Not Available,Vegetable Pulao is a popular dish served as lunch.
Vegetable Pulao,Lunch,391,46.4,19.8,13.4,300,Evening,Balanced Diet,Ingredients Not Available,Vegetable Pulao is a popular dish served as lunch.
Pesarattu,Breakfast,64,44.6,8.3,16.8,200,Morning,Weight Loss,Ingredients Not Available,Pesarattu is a popular dish served as breakfast.
Chapati,Lunch,314,45.6,6.9,12.6,200,Evening,Weight Gain,Ingredients Not Available,Chapati is a popular dish served as lunch.
Egg Curry,Side Dish,311,27.9,3.0,1.5,250,Morning,Weight Loss,Ingredients Not Available,Egg Curry is a popular dish served as side dish.
Banana Chips,Snack,313,42.3,5.8,5.5,250,Anytime,Balanced Diet,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Pumpkin Sambar,Side Dish,144,18.8,8.7,9.1,300,Afternoon,Weight Gain,Ingredients Not Available,Pumpkin Sambar is a popular dish served as side dish.
Aloo Paratha,Breakfast,314,55.0,4.0,21.7,250,Evening,Diabetic Friendly,Ingredients Not Available,Aloo Paratha is a popular dish served as breakfast.
Curd Rice,Lunch,212,42.4,3.1,1.7,200,Anytime,Balanced Diet,Ingredients Not Available,Curd Rice is a popular dish served as lunch.
Pumpkin Sambar,Side Dish,259,15.6,15.1,29.4,250,Evening,Balanced Diet,Ingredients Not Available,Pumpkin Sambar is a popular dish served as side dish.
Egg Dosa,Breakfast,65,48.6,14.5,16.1,200,Morning,Diabetic Friendly,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Keerai Poriyal,Side Dish,389,32.4,19.1,4.4,250,Afternoon,Weight Gain,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Vegetable Kurma,Side Dish,306,59.4,8.2,19.9,100,Morning,Weight Loss,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Keerai Poriyal,Side Dish,59,21.4,19.4,2.9,150,Morning,Balanced Diet,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Kuzhambu,Side Dish,327,46.5,7.5,12.5,300,Morning,Weight Loss,"Tamarind, Vegetables, Spices",Kuzhambu is a popular dish served as side dish.
Upma,Breakfast,308,65.2,8.1,13.1,200,Anytime,Weight Loss,"Rava, Vegetables, Curry Leaves, Spices",Upma is a popular dish served as breakfast.
Kootu,Side Dish,392,51.8,4.9,24.3,200,Anytime,Weight Gain,"Vegetables, Coconut, Spices, Lentils",Kootu is a popular dish served as side dish.
Egg Dosa,Breakfast,346,51.3,15.2,27.5,250,Evening,Immunity Boost,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Ghee Rice,Lunch,390,16.0,14.6,11.3,250,Afternoon,Weight Loss,Ingredients Not Available,Ghee Rice is a popular dish served as lunch.
Pesarattu,Breakfast,230,20.4,11.6,18.9,250,Evening,Diabetic Friendly,Ingredients Not Available,Pesarattu is a popular dish served as breakfast.
Aloo Paratha,Breakfast,146,62.3,8.7,23.5,100,Afternoon,Balanced Diet,Ingredients Not Available,Aloo Paratha is a popular dish served as breakfast.
Milkshake,Beverage,90,57.4,7.8,25.6,100,Afternoon,Diabetic Friendly,Ingredients Not Available,Milkshake is a popular dish served as beverage.
Filter Coffee,Beverage,287,38.4,11.2,14.9,200,Morning,Diabetic Friendly,Ingredients Not Available,Filter Coffee is a popular dish served as beverage.
Tamarind Rice,Lunch,42,24.3,12.0,29.8,150,Morning,Balanced Diet,Ingredients Not Available,Tamarind Rice is a popular dish served as lunch.
Kootu,Side Dish,154,28.8,7.1,29.7,200,Anytime,Balanced Diet,"Vegetables, Coconut, Spices, Lentils",Kootu is a popular dish served as side dish.
Tamarind Rice,Lunch,81,18.1,12.3,8.8,100,Evening,Weight Gain,Ingredients Not Available,Tamarind Rice is a popular dish served as lunch.
Egg Curry,Side Dish,85,61.0,12.4,24.7,250,Anytime,Weight Gain,Ingredients Not Available,Egg Curry is a popular dish served as side dish.
Kuzhambu,Side Dish,312,65.3,5.3,4.6,150,Morning,Immunity Boost,"Tamarind, Vegetables, Spices",Kuzhambu is a popular dish served as side dish.
Ghee Rice,Lunch,214,45.2,11.9,7.5,300,Evening,Diabetic Friendly,Ingredients Not Available,Ghee Rice is a popular dish served as lunch.
Vadai,Snack,145,20.5,20.0,23.7,200,Morning,Weight Gain,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Biryani,Lunch,51,16.8,8.7,19.3,300,Evening,Diabetic Friendly,Ingredients Not Available,Biryani is a popular dish served as lunch.
Tomato Soup,Soup,348,39.9,18.9,24.6,200,Evening,Weight Gain,Ingredients Not Available,Tomato Soup is a popular dish served as soup.
Aloo Paratha,Breakfast,138,10.9,18.3,24.7,300,Anytime,Immunity Boost,Ingredients Not Available,Aloo Paratha is a popular dish served as breakfast.
Sambar,Side Dish,251,63.8,13.4,6.7,300,Morning,Balanced Diet,"Toor Dal, Tamarind, Vegetables, Spices",Sambar is a popular dish served as side dish.
Dosa,Breakfast,348,21.7,11.4,20.7,100,Evening,Immunity Boost,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Rasam,Soup,152,36.7,15.8,6.3,300,Afternoon,Weight Gain,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Carrot Halwa,Dessert,150,29.5,3.0,23.7,250,Morning,Weight Loss,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Pumpkin Sambar,Side Dish,158,69.9,12.3,5.8,300,Anytime,Weight Gain,Ingredients Not Available,Pumpkin Sambar is a popular dish served as side dish.
Chapati,Lunch,43,55.3,10.9,0.6,150,Evening,Weight Loss,Ingredients Not Available,Chapati is a popular dish served as lunch.
Ragi Mudde,Lunch,332,59.5,5.6,25.0,150,Anytime,Balanced Diet,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Upma,Breakfast,111,30.3,9.4,15.6,250,Morning,Immunity Boost,"Rava, Vegetables, Curry Leaves, Spices",Upma is a popular dish served as breakfast.
Thengai Sevai,Lunch,202,47.3,13.1,20.4,250,Evening,Immunity Boost,Ingredients Not Available,Thengai Sevai is a popular dish served as lunch.
Rasam,Soup,328,41.7,6.7,21.0,300,Afternoon,Weight Gain,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Kootu,Side Dish,115,59.3,14.7,13.3,100,Evening,Immunity Boost,"Vegetables, Coconut, Spices, Lentils",Kootu is a popular dish served as side dish.
Lemon Rice,Lunch,308,26.2,5.9,14.6,250,Evening,Diabetic Friendly,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Idiyappam,Breakfast,396,16.7,14.8,26.3,150,Anytime,Diabetic Friendly,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Kuzhambu,Side Dish,144,58.0,6.5,14.1,150,Evening,Weight Loss,"Tamarind, Vegetables, Spices",Kuzhambu is a popular dish served as side dish.
Bhindi Fry,Side Dish,170,12.5,12.9,21.6,100,Evening,Balanced Diet,Ingredients Not Available,Bhindi Fry is a popular dish served as side dish.
Rasam,Soup,196,49.9,15.1,23.9,250,Morning,Balanced Diet,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Coconut Chutney,Side Dish,108,63.0,2.0,26.4,300,Morning,Diabetic Friendly,Ingredients Not Available,Coconut Chutney is a popular dish served as side dish.
Mutton Curry,Side Dish,49,48.2,14.9,20.8,100,Morning,Weight Gain,Ingredients Not Available,Mutton Curry is a popular dish served as side dish.
Beans Stir Fry,Side Dish,297,16.8,2.1,15.1,100,Afternoon,Balanced Diet,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Kuzhambu,Side Dish,262,66.7,3.7,17.0,100,Morning,Diabetic Friendly,"Tamarind, Vegetables, Spices",Kuzhambu is a popular dish served as side dish.
Idli,Breakfast,180,59.1,15.8,24.1,200,Afternoon,Weight Gain,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Pesarattu,Breakfast,384,54.8,10.2,26.6,150,Morning,Weight Gain,Ingredients Not Available,Pesarattu is a popular dish served as breakfast.
Lemon Rice,Lunch,177,37.2,15.0,13.6,250,Evening,Diabetic Friendly,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Paneer Butter Masala,Side Dish,244,18.9,16.5,20.0,200,Anytime,Immunity Boost,Ingredients Not Available,Paneer Butter Masala is a popular dish served as side dish.
Lemon Rice,Lunch,71,13.2,4.6,12.3,100,Anytime,Balanced Diet,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Fish Fry,Side Dish,197,35.4,7.4,11.8,100,Anytime,Balanced Diet,Ingredients Not Available,Fish Fry is a popular dish served as side dish.
Coconut Chutney,Side Dish,158,41.9,5.0,27.6,250,Evening,Balanced Diet,Ingredients Not Available,Coconut Chutney is a popular dish served as side dish.
Chapati,Lunch,191,24.8,3.6,26.0,100,Anytime,Diabetic Friendly,Ingredients Not Available,Chapati is a popular dish served as lunch.
Tomato Soup,Soup,137,31.8,8.6,19.2,200,Evening,Weight Loss,Ingredients Not Available,Tomato Soup is a popular dish served as soup.
Curd Rice,Lunch,369,28.0,10.4,11.0,250,Anytime,Immunity Boost,Ingredients Not Available,Curd Rice is a popular dish served as lunch.
Vadai,Snack,166,42.9,9.7,13.5,150,Evening,Weight Gain,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Pongal,Breakfast,192,11.7,19.7,2.6,200,Morning,Balanced Diet,"Rice, Moong Dal, Ghee, Black Pepper, Cumin",Pongal is a popular dish served as breakfast.
Tamarind Rice,Lunch,289,13.3,14.6,22.5,150,Morning,Weight Loss,Ingredients Not Available,Tamarind Rice is a popular dish served as lunch.
Pesarattu,Breakfast,385,63.9,15.3,19.5,300,Afternoon,Diabetic Friendly,Ingredients Not Available,Pesarattu is a popular dish served as breakfast.
Upma,Breakfast,336,19.2,6.8,14.6,100,Morning,Weight Loss,"Rava, Vegetables, Curry Leaves, Spices",Upma is a popular dish served as breakfast.
Ragi Mudde,Lunch,262,55.6,4.6,10.4,100,Anytime,Balanced Diet,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Keerai Poriyal,Side Dish,160,59.1,10.8,26.9,300,Afternoon,Weight Loss,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Fruits Bowl,Snack,205,26.9,16.2,21.8,300,Anytime,Diabetic Friendly,Ingredients Not Available,Fruits Bowl is a popular dish served as snack.
Filter Coffee,Beverage,129,18.3,2.5,2.4,300,Anytime,Weight Loss,Ingredients Not Available,Filter Coffee is a popular dish served as beverage.
Vegetable Kurma,Side Dish,326,35.1,12.7,23.9,200,Evening,Weight Loss,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Thengai Sevai,Lunch,211,48.5,13.4,8.2,150,Evening,Immunity Boost,Ingredients Not Available,Thengai Sevai is a popular dish served as lunch.
Dal Tadka,Side Dish,274,40.0,8.8,26.1,250,Evening,Immunity Boost,Ingredients Not Available,Dal Tadka is a popular dish served as side dish.
Sambar,Side Dish,328,45.2,5.4,25.1,200,Evening,Balanced Diet,"Toor Dal, Tamarind, Vegetables, Spices",Sambar is a popular dish served as side dish.
Thengai Sevai,Lunch,338,39.4,2.7,16.3,250,Evening,Diabetic Friendly,Ingredients Not Available,Thengai Sevai is a popular dish served as lunch.
Carrot Halwa,Dessert,90,13.9,13.8,24.3,150,Anytime,Weight Loss,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Biryani,Lunch,255,61.5,19.1,10.0,300,Anytime,Weight Gain,Ingredients Not Available,Biryani is a popular dish served as lunch.
Fish Fry,Side Dish,114,14.0,9.1,20.6,250,Evening,Diabetic Friendly,Ingredients Not Available,Fish Fry is a popular dish served as side dish.
Chicken Curry,Side Dish,296,23.5,9.3,24.6,200,Afternoon,Diabetic Friendly,Ingredients Not Available,Chicken Curry is a popular dish served as side dish.
Biryani,Lunch,103,41.3,11.6,23.3,150,Anytime,Diabetic Friendly,Ingredients Not Available,Biryani is a popular dish served as lunch.
Idli,Breakfast,177,51.1,19.1,15.7,250,Afternoon,Diabetic Friendly,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Filter Coffee,Beverage,345,32.1,7.8,27.4,300,Evening,Balanced Diet,Ingredients Not Available,Filter Coffee is a popular dish served as beverage.
Kuzhambu,Side Dish,139,41.8,14.3,18.5,200,Anytime,Immunity Boost,"Tamarind, Vegetables, Spices",Kuzhambu is a popular dish served as side dish.
Tamarind Rice,Lunch,201,58.6,18.2,25.2,250,Afternoon,Immunity Boost,Ingredients Not Available,Tamarind Rice is a popular dish served as lunch.
Paneer Butter Masala,Side Dish,74,61.0,9.6,28.8,200,Afternoon,Diabetic Friendly,Ingredients Not Available,Paneer Butter Masala is a popular dish served as side dish.
Pesarattu,Breakfast,324,16.9,7.1,7.6,250,Morning,Diabetic Friendly,Ingredients Not Available,Pesarattu is a popular dish served as breakfast.
